Species,SpeciesID,Family,PassNonPass,Passerine_Clade1,Passerine_OscineSuboscine,Order,RedlistCategory,Threat,LogRangeSize,LogBodyMass,Diet,Foraging,Migration,MatingSystem,NestPlacement,Territoriality,Habitat,IslandDwelling,LogClutchSize,LogNightLights,LogHumanPopulationDensity,Territoriality_Ours,PigotTobias2019
Lichenostomus_ornatus,Lichenostomus_ornatus,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,13.91566272,2.869601996,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,0.763606698,1.481604541,NA,1
Lichenostomus_penicillatus,Lichenostomus_penicillatus,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,15.40921523,2.963209082,Nectar,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,0.746174535,1.504077397,NA,1
Lichenostomus_plumulus,Lichenostomus_plumulus,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,15.4960629,2.803360381,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,0.611690885,0.182321557,NA,1
Lichenostomus_subfrenatus,Lichenostomus_subfrenatus,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,11.79562087,3.389799337,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.668740305,2.821378886,NA,1
Lichenostomus_unicolor,Lichenostomus_unicolor,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,13.9887669,3.424262655,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.405465108,0.774596669,0.470003629,NA,1
Lichenostomus_versicolor,Lichenostomus_versicolor,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,11.99468225,3.601413428,Nectar,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Coastal,No,0.693147181,0.827988804,2.721295428,NA,1
Lichenostomus_virescens,Lichenostomus_virescens,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,15.80430187,3.149740086,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.720843424,1.223775432,NA,1
Lichmera_alboauricularis,Lichmera_alboauricularis,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,11.24048137,2.587764035,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.684866101,2.2300144,NA,1
Lichmera_argentauris,Lichmera_argentauris,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,9.032026773,2.63905733,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Coastal,No,0.797102215,0.692519424,3.502549876,NA,1
Lichmera_deningeri,Lichmera_deningeri,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,9.054201049,2.811208293,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.622332977,3.449987546,NA,1
Lichmera_flavicans,Lichmera_flavicans,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,10.12710699,1.791759469,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.757928931,4.194189897,NA,1
Lichmera_incana,Lichmera_incana,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,10.09039441,2.57261223,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.954485913,2.912350665,NA,1
Lichmera_indistincta,Lichmera_indistincta,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,15.47667385,2.414126468,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.752120619,1.252762968,NA,1
Lichmera_limbata,Lichmera_limbata,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,11.39545076,2.302585093,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.968546928,4.806477043,NA,1
Lichmera_lombokia,Lichmera_lombokia,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,9.071710289,2.32532458,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.707106781,4.337290741,NA,1
Lichmera_monticola,Lichmera_monticola,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,8.219783963,1.791759469,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.547722558,1.722766598,NA,1
Lichmera_notabilis,Lichmera_notabilis,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,7.877890049,2.32532458,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.562341325,3.117949906,NA,1
Lichmera_squamata,Lichmera_squamata,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,9.210230366,2.32532458,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.797102215,0.622332977,3.020424886,NA,1
Macgregoria_pulchra,Macgregoria_pulchra,Meliphagidae,Passeriformes,,,Passeriformes,VU,1,8.447693048,5.416678013,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0,0.894427191,3.27336401,NA,1
Manorina_flavigula,Manorina_flavigula,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,15.73465086,4.02356438,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,0.642114135,0.470003629,NA,1
Manorina_melanocephala,Manorina_melanocephala,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,14.54080832,4.098004523,Generalist,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,0.904729394,2.251291799,NA,1
Manorina_melanophrys,Manorina_melanophrys,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,12.6677867,3.414113607,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,1.232829435,3.63758616,NA,1
Manorina_melanotis,Manorina_melanotis,Meliphagidae,Passeriformes,,,Passeriformes,EN,1,7.466284763,3.988984047,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.916290732,0.447213595,0.09531018,NA,1
Melidectes_belfordi,Melidectes_belfordi,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,11.73056912,4.292375413,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.797102215,0.668740305,2.87356464,NA,1
Melidectes_foersteri,Melidectes_foersteri,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,8.724630036,4.131319165,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.797102215,0.514368672,0.832909123,NA,1
Melidectes_fuscus,Melidectes_fuscus,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,11.16346869,3.80666249,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,0.66021958,2.923161581,NA,1
Melidectes_leucostephes,Melidectes_leucostephes,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,9.338117742,4.320815904,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.797102215,0.547722558,1.589235205,NA,1
Melidectes_nouhuysi,Melidectes_nouhuysi,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,9.174174189,4.131319165,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.757928931,3.671224519,NA,1
Melidectes_ochromelas,Melidectes_ochromelas,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,10.78170667,4.143134726,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.797102215,0.600462428,2.014903021,NA,1
Melidectes_princeps,Melidectes_princeps,Meliphagidae,Passeriformes,,,Passeriformes,VU,1,7.551449576,3.737669618,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.472870805,1.335001067,NA,1
Melidectes_rufocrissalis,Melidectes_rufocrissalis,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,11.07769112,4.271095074,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.797102215,0.714074192,2.660259537,NA,1
Melidectes_sclateri,Melidectes_sclateri,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,8.113127104,4.201253878,Invertebrates,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.514368672,1.85629799,NA,1
Melidectes_torquatus,Melidectes_torquatus,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,11.47024758,3.805105723,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.797102215,0.651355562,2.379546134,NA,1
Melidectes_whitemanensis,Melidectes_whitemanensis,Meliphagidae,Passeriformes,,,Passeriformes,NT,0,8.152630075,3.871201011,Nectar,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.600462428,0.693147181,NA,1
Melilestes_megarhynchus,Melilestes_megarhynchus,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,13.23967484,3.778720158,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.651355562,2.066862759,NA,1
Meliphaga_albilineata,Meliphaga_albilineata,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,10.89469279,3.165053018,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.901334478,0.09531018,NA,1
Meliphaga_albonotata,Meliphaga_albonotata,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,12.6781407,3.109060959,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.405465108,0.676947243,2.028148247,NA,1
Meliphaga_analoga,Meliphaga_analoga,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,13.36316388,3.07130346,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.632455532,2.079441542,NA,1
Meliphaga_aruensis,Meliphaga_aruensis,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,13.40534834,3.265759411,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.405465108,0.632455532,2.054123734,NA,1
Meliphaga_flavirictus,Meliphaga_flavirictus,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,12.97528811,2.917770732,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.632455532,2.014903021,NA,1
Meliphaga_gracilis,Meliphaga_gracilis,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,12.37464849,2.706715978,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.752120619,1.704748092,NA,1
Meliphaga_lewinii,Meliphaga_lewinii,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,13.37412455,3.513930652,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.098612289,1.085809657,3.025291076,NA,1
Meliphaga_mimikae,Meliphaga_mimikae,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,11.39768856,3.292126287,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.676947243,1.62924054,NA,1
Meliphaga_montana,Meliphaga_montana,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,11.68230108,3.333275365,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.588566191,1.960094784,NA,1
Meliphaga_notata,Meliphaga_notata,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,11.61031258,3.274878015,Generalist,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,0.880111737,1.410986974,NA,1
Meliphaga_orientalis,Meliphaga_orientalis,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,12.17239072,2.895359299,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.632455532,2.174751721,NA,1
Meliphaga_reticulata,Meliphaga_reticulata,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,10.22316599,3.159550359,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.809780126,4.231203745,NA,1
Meliphaga_vicina,Meliphaga_vicina,Meliphagidae,Passeriformes,,,Passeriformes,DD,0,6.701960366,3.159550359,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.797102215,0.575901449,2.116255515,NA,1
Melipotes_ater,Melipotes_ater,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,8.61974978,3.941581808,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.53182959,0.955511445,NA,1
Melipotes_fumigatus,Melipotes_fumigatus,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,11.90898246,4.070734697,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,0.66021958,2.797281335,NA,1
Melipotes_gymnops,Melipotes_gymnops,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,8.902305921,3.912023005,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.53182959,1.916922612,NA,1
Melithreptus_affinis,Melithreptus_affinis,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,11.12958235,2.708050201,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,0.8532356,2.104134154,NA,1
Melithreptus_albogularis,Melithreptus_albogularis,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,14.20310799,2.400618833,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.8532356,1.458615023,NA,1
Melithreptus_brevirostris,Melithreptus_brevirostris,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,14.51022266,2.533696814,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,0.911406817,2.312535424,NA,1
Melithreptus_gularis,Melithreptus_gularis,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,14.93616532,2.967332799,Nectar,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.845069727,1.85629799,NA,1
Melithreptus_lunatus,Melithreptus_lunatus,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,14.19370703,2.63977136,Invertebrates,ArborealGleaning,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,0.994962056,2.624668592,NA,1
Melithreptus_validirostris,Melithreptus_validirostris,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,10.98764588,3.210843653,Invertebrates,ForagingGeneralist,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,0.880111737,2.208274414,NA,1
Melitograis_gilolensis,Melitograis_gilolensis,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,10.03254458,3.988984047,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.611690885,3.45946629,NA,1
Myza_celebensis,Myza_celebensis,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,10.64723754,2.995732274,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.575901449,2.960105096,NA,1
Myza_sarasinorum,Myza_sarasinorum,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,9.190566144,3.113515309,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.53182959,2.674148649,NA,1
Myzomela_adolphinae,Myzomela_adolphinae,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,11.29092126,2.00148,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.668740305,2.433613355,NA,1
Myzomela_albigula,Myzomela_albigula,Meliphagidae,Passeriformes,,,Passeriformes,DD,0,5.845860573,2.677590994,Nectar,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.797102215,0.416179145,1.481604541,NA,1
Myzomela_blasii,Myzomela_blasii,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,9.33612685,2.701361213,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.684866101,3.56671182,NA,1
Myzomela_boiei,Myzomela_boiei,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,8.544243997,2.383242996,Nectar,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.797102215,0.632455532,2.917770732,NA,1
Myzomela_caledonica,Myzomela_caledonica,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,9.713131808,1.93874166,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.968546928,3.0301337,NA,1
Myzomela_cardinalis,Myzomela_cardinalis,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,10.01059604,2.621765833,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,1.386294361,0.827988804,2.985681938,NA,1
Myzomela_chermesina,Myzomela_chermesina,Meliphagidae,Passeriformes,,,Passeriformes,VU,1,3.747148362,2.383242996,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.797102215,0.651355562,0,NA,1
Myzomela_chloroptera,Myzomela_chloroptera,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,11.57569367,2.383242996,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.707106781,3.624340933,NA,1
Myzomela_cineracea,Myzomela_cineracea,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,10.39471437,2.623943692,Nectar,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.600462428,2.459588842,NA,1
Myzomela_cruentata,Myzomela_cruentata,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,12.23892795,2.109000344,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.632455532,2.00148,NA,1
Myzomela_dammermani,Myzomela_dammermani,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,9.144200569,2.383242996,Nectar,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.720843424,4.162003211,NA,1
Myzomela_eichhorni,Myzomela_eichhorni,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,8.536858554,2.383242996,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.797102215,0.53182959,2.667228207,NA,1
Myzomela_eques,Myzomela_eques,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,13.05419459,2.634044788,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.632455532,2.014903021,NA,1
Myzomela_erythrocephala,Myzomela_erythrocephala,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,12.99955147,2.05284086,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Coastal,No,0.916290732,0.757928931,1.360976553,NA,1
Myzomela_erythromelas,Myzomela_erythromelas,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,10.35943029,2.079441542,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.600462428,2.501435952,NA,1
Myzomela_jugularis,Myzomela_jugularis,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,9.811958714,2.162172939,Nectar,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.009853407,4.258445573,NA,1
Myzomela_kuehni,Myzomela_kuehni,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,7.877890049,2.383242996,Nectar,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.562341325,3.117949906,NA,1
Myzomela_lafargei,Myzomela_lafargei,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,9.75873342,2.549445171,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.53182959,1.808288771,NA,1
Myzomela_malaitae,Myzomela_malaitae,Meliphagidae,Passeriformes,,,Passeriformes,NT,0,8.376389707,2.383242996,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.514368672,3.104586678,NA,1
Myzomela_melanocephala,Myzomela_melanocephala,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,8.684198044,2.48240352,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.699927102,3.095577609,NA,1
Myzomela_nigrita,Myzomela_nigrita,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,12.02051385,2.225704049,Nectar,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.611690885,1.960094784,NA,1
Myzomela_obscura,Myzomela_obscura,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,13.58425645,2.474856314,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.911406817,2.186051277,NA,1
Myzomela_pammelaena,Myzomela_pammelaena,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,7.520505522,2.756840365,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.797102215,0.600462428,3.17805383,NA,1
Myzomela_pulchella,Myzomela_pulchella,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,7.793834195,2.302585093,Nectar,ForagingGeneralist,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.514368672,0.741937345,NA,1
Myzomela_rosenbergii,Myzomela_rosenbergii,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,12.08165672,2.33408376,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.651355562,2.687847494,NA,1
Myzomela_rubratra,Myzomela_rubratra,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,7.383616718,2.63905733,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.797102215,1.39894195,0,NA,1
Myzomela_sanguinolenta,Myzomela_sanguinolenta,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,13.7245112,2.121063216,Nectar,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,0.984650177,2.541601993,NA,1
Myzomela_sclateri,Myzomela_sclateri,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,7.008324334,2.351375257,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.797102215,0.547722558,2.302585093,NA,1
Myzomela_tristrami,Myzomela_tristrami,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,8.13217756,2.587764035,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.797102215,0.514368672,1.85629799,NA,1
Myzomela_vulnerata,Myzomela_vulnerata,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,10.07412023,2.383242996,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.785137822,4.222444565,NA,1
Myzomela_wakoloensis,Myzomela_wakoloensis,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,8.585842004,2.070653036,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.547722558,1.609437912,NA,1
Oreornis_chrysogenys,Oreornis_chrysogenys,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,10.01253476,4.189654742,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.684866101,3.421000009,NA,1
Philemon_albitorques,Philemon_albitorques,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,7.543220379,4.450852826,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,Yes,0.797102215,0.588566191,3.242592351,NA,1
Philemon_argenticeps,Philemon_argenticeps,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,13.7206771,4.386392092,Nectar,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,0.785137822,0.336472237,NA,1
Philemon_brassi,Philemon_brassi,Meliphagidae,Passeriformes,,,Passeriformes,NT,0,9.028986347,4.450852826,Generalist,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Wetland,No,0.797102215,0.4949232,1.757857918,NA,1
Philemon_buceroides,Philemon_buceroides,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,12.97578519,4.688039664,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.386294361,0.763606698,3.206803244,NA,1
Philemon_citreogularis,Philemon_citreogularis,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,14.96643468,4.103634609,Generalist,ArborealGleaning,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.098612289,0.81444764,1.568615918,NA,1
Philemon_cockerelli,Philemon_cockerelli,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,10.4986966,5.03786128,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.600462428,2.388762789,NA,1
Philemon_corniculatus,Philemon_corniculatus,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,14.37972006,4.6122451,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.252762968,0.917940618,2.292534757,NA,1
Philemon_diemenensis,Philemon_diemenensis,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,9.810181862,4.188138442,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.951597874,2.975529566,NA,1
Philemon_eichhorni,Philemon_eichhorni,Meliphagidae,Passeriformes,,,Passeriformes,LC,0,7.446993417,4.615417502,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.514368672,0.741937345,NA,1
Philemon_fuscicapillus,Philemon_fuscicapillus,Meliphagidae,Passeriformes,,,Passeriformes,VU,1,10.0114043,4.450852826,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.611690885,3.481240089,NA,1
